"Mã ảnh","Tên tệp","Thư mục trước","Thư mục sau","Căn cứ xếp","Nội dung nhìn thấy","Đang được dùng","Địa chỉ xem","Dung lượng (byte)"
"872dfbb2-6272-4eb2-855c-e9a0cafac90c","phuot-ha-giang-8.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/04/phuot-ha-giang-8.jpg","52461"
"8731dc9b-34fe-4434-b8d9-edd15af220f8","85540595_3433685266703588_5786024476239986688_n.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/11/85540595_3433685266703588_5786024476239986688_n.jpg","22437"
"873d29f8-7698-3de3-b487-fc0e07301f80","ao-boa-ho-RS-TAICHI-RSJ339-MILES-03-1.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","áo khoác TAICHI màu kaki nhìn từ sau","Không","http://localhost:3000/media/migration/wordpress/82/82fa003026dc2ef797c75e6c4dfe12192bf56015906255599dca1163aabf2559/ao-boa-ho-RS-TAICHI-RSJ339-MILES-03-1.jpg","81294"
"8778752c-3f7f-4ec8-9779-0e583b83705a","1-dau-tich-cua-nhung-chuyen-di-de-lai-tren-non-bao-hiem-1.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/06/1-dau-tich-cua-nhung-chuyen-di-de-lai-tren-non-bao-hiem-1.jpg","50164"
"877ac6a5-06e1-42df-b23a-72d4a0dea348","sg-11134201-22110-4nbusqpnywjv19.webp","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu đội khăn trùm đầu họa tiết rằn ri","Có","http://localhost:3000/media/wp-uploads/2025/05/sg-11134201-22110-4nbusqpnywjv19.webp","77758"
"878a4a0d-d633-473f-af73-b91a96e54b32","Mu-bao-hiem-LS2-Explorer-C.png","Chưa phân loại","Bài viết / 2021","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2021/05/Mu-bao-hiem-LS2-Explorer-C.png","46984"
"8793dbb0-151f-380e-a0a8-36d68a1ae291","TAICHI-TRV080-01.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","giáp bảo hộ đầu gối TAICHI đen vàng","Không","http://localhost:3000/media/migration/wordpress/e5/e53e66463757769839e8e1aada831411d52c5205982b0c60928db8a9be326ec8/TAICHI-TRV080-01.jpg","65061"
"879eb357-7930-46f1-80aa-cd227b77bec6","giay-moto-taichi-rss011-codura-mau-den-anh-studio-shop-bigbike.webp","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","đôi giày bảo hộ TAICHI màu đen","Không","http://localhost:3000/media/uploads/032f0939-08f6-4f4f-9ff8-17903ab8aa53/giay-moto-taichi-rss011-codura-mau-den-anh-studio-shop-bigbike.webp","270000"
"87b48d76-8005-4d3f-8dcb-898a85420aff","Tai-nghe-khong-day-cho-mu-bao-hiem-di-mo-to-phuot-tich-hop-2-camera-hanh-trinh-truoc-sau-2K-1K-SCS-S12-Bluetooth-Helmet-Intercom-Camera-Front-Back-1.jpg","Chưa phân loại","Sản phẩm / SCS","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2023/05/Tai-nghe-khong-day-cho-mu-bao-hiem-di-mo-to-phuot-tich-hop-2-camera-hanh-trinh-truoc-sau-2K-1K-SCS-S12-Bluetooth-Helmet-Intercom-Camera-Front-Back-1.jpg","88851"
"87b7ba4f-4d8b-4450-8038-e7f74bda4f71","tim-hieu-loai-giay-danh-cho-dan-biker.png","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/05/tim-hieu-loai-giay-danh-cho-dan-biker.png","108566"
"87bd0482-d262-3df4-adbd-4c211401cf15","GIAY-BAO-HO-ILM-M1006-02-1.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thu nhỏ đôi giày bảo hộ màu đen","Không","http://localhost:3000/media/migration/wordpress/ef/ef127fbedd72de443b361a9c5a9e556d83945df1c3704eff6dbcb58c9959c388/GIAY-BAO-HO-ILM-M1006-02-1.jpg","1486"
"87ce93e2-ee63-462f-a191-11c5fe3f0faa","2-thoi-gian-hoan-hao-o-da-lat-vao-thang-7-den-thang-10.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/06/2-thoi-gian-hoan-hao-o-da-lat-vao-thang-7-den-thang-10.jpg","80350"
"87d086f2-3e8d-3825-a571-7a4d4de21f79","ao-bao-ho-motor-ls2-apollo-bigbikevn-10.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh dây chỉnh eo áo khoác màu xám","Không","http://localhost:3000/media/migration/wordpress/1b/1b9c22457586dd9bd39b2274b897876b567a3dd3d1711e5307700d85f1511f18/ao-bao-ho-motor-ls2-apollo-bigbikevn-10.jpg","336175"
"87dd2121-696c-43da-8301-0c2190831737","z7536241733964_f9630e2ef0a8679ea4a16c93890f59be.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/02/z7536241733964_f9630e2ef0a8679ea4a16c93890f59be.jpg","137337"
"87e7b4c2-9c27-470a-9eb7-1e6180b59d23","avg_background.jpg","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","ảnh nghệ thuật đen trắng xe mô tô","Không","http://localhost:3000/media/wp-uploads/2020/06/avg_background.jpg","44093"
"87f3a5fa-68ea-44f9-a8b5-5c4981a1d8f6","mu-bao-hiem-caberg-drift-evo-ii-carbon-can-thuc-te-tren-can-tieu-ly.webp","Chưa phân loại","Sản phẩm / Caberg","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm Caberg carbon đặt trên cân","Không","http://localhost:3000/media/uploads/63bbb823-1f87-4cd3-8340-049cf777c1f7/mu-bao-hiem-caberg-drift-evo-ii-carbon-can-thuc-te-tren-can-tieu-ly.webp","230962"
"87ffa30c-8e64-4657-86d1-5cfcfce110fa","m_o_k_t_n_i_l_i_intercom_scs_s10x_sau_l_n___u_..mp4","Sản phẩm / SCS","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/uploads/df611340-0b13-4805-8781-b30e408219f5/m_o_k_t_n_i_l_i_intercom_scs_s10x_sau_l_n___u_..mp4","6466780"
"88125619-f4c4-4846-926b-38a856b5aab3","z7325457053355_471f4546defc40fc939dbc50e4ff6c74.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","áo phủ hành lý màu vàng phản quang","Có","http://localhost:3000/media/wp-uploads/2025/12/z7325457053355_471f4546defc40fc939dbc50e4ff6c74.jpg","15178"
"882db84a-43d9-3ba2-99c8-3269bf38853d","26279.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm địa hình LS2 đen đỏ","Không","http://localhost:3000/media/migration/wordpress/8e/8e0c8f3b4d650238ce9d8799b75a4d9ed311f8976a5bfbac86465fda105b8a9f/26279.jpg","31771"
"883710e1-5b0c-34a5-b519-bb9b38cfd1c2","hiem-di-mo-to-phuot-tich-hop-2-camera-hanh-trinh-truoc-sau-2K-1K-SCS-S12-Bluetooth-Helmet-Intercom-Camera-Front-Back.jpg","Chưa phân loại","Sản phẩm / SCS","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/c3/c3f5457984881d2f256df6637689530ddfbb78c35457a6253387996f3df68cd3/hiem-di-mo-to-phuot-tich-hop-2-camera-hanh-trinh-truoc-sau-2K-1K-SCS-S12-Bluetooth-Helmet-Intercom-Camera-Front-Back.jpg","68549"
"8843103e-d78b-3a37-9a08-59bde265e56a","MU-BAO-HIEM-ILM-Z302-05.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/60/6021ef793ef8bc90ee31b84638cc010bfca75f0504a85aad711653dac2d10a05/MU-BAO-HIEM-ILM-Z302-05.jpg","95534"
"8858cccb-e0ba-43d5-acb4-62f25b3690b8","gang-tay-chong-nuoc-di-xe-may-6.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/gang-tay-chong-nuoc-di-xe-may-6.jpg","23730"
"88618c6b-2bec-3d22-bfc2-e44a7b53dca9","AO-BAO-HO-Taichi-RSJ335-Quick-Dry-Parka-02-1.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","ảnh thông số khả năng chống nước của vải TAICHI","Có","http://localhost:3000/media/migration/wordpress/17/17751943341b4240ece8e63b978206ee4e3caf6aa03cb1cee91d8f5b8c3313a3/AO-BAO-HO-Taichi-RSJ335-Quick-Dry-Parka-02-1.jpg","235256"
"889ad634-8626-4f62-814a-90062ff8ec63","4_Touring_jacket_Compass_Dry_Tecno-500x750-1.jpg","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh áo khoác SPYKE xám đỏ","Không","http://localhost:3000/media/wp-uploads/2024/03/4_Touring_jacket_Compass_Dry_Tecno-500x750-1.jpg","77228"
"88a6dfe0-827e-37c1-accb-8c8bc3fd2ea5","5-04.png","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","áo khoác Alpinestars đỏ trắng","Không","http://localhost:3000/media/migration/wordpress/48/48f22d7a6562c7dedf9add2ee52f0674d0631504deb31ecaaea4bad9c0b2d16f/5-04.png","126349"
"88b9c281-97ec-445f-b21b-6e4941f462f0","op-lung-dien-thoai-kewig-iphone-case-m36.webp","Sản phẩm / KEWIG","Sản phẩm / KEWIG","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/2a989e13-ac54-4459-beda-c0ff223218bd/op-lung-dien-thoai-kewig-iphone-case-m36.webp","331084"
"88c0cde2-7bea-3716-a116-8a33be88adc5","quan-bao-ho-ls2-straight-man-4.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu mặc quần bảo hộ túi hộp màu đen","Không","http://localhost:3000/media/migration/wordpress/68/688e7b5578a2b972e92b53ba0b785eaf305abf9e7b264c2e42f5e96343f84c4c/quan-bao-ho-ls2-straight-man-4.jpg","160305"
"88c58af3-89fc-3dd9-8f0e-0c00e142fc01","Gang-tay-da-bao-ho-di-mo-to-phuot-Alpinestars-Stella-SP8-V-3-02-1.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","găng tay bảo hộ cổ dài màu đen","Không","http://localhost:3000/media/migration/wordpress/7f/7fc7bdacae38e4c9407f8d91205d3c423b417defba89080bfc87d5d3c3d545e7/Gang-tay-da-bao-ho-di-mo-to-phuot-Alpinestars-Stella-SP8-V-3-02-1.jpg","100709"
"88f583d5-19aa-45ab-9366-8a596d513b99","z7536242118817_82e9417fabcdf070b42b8cd9e3eec318.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/02/z7536242118817_82e9417fabcdf070b42b8cd9e3eec318.jpg","324495"
"88fb92c5-50e3-4ef4-b906-d073f7ba76b8","mua-he-nen-di-phuot-o-dau-27.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/03/mua-he-nen-di-phuot-o-dau-27.jpg","50148"
"8906ed39-8f9e-42b7-a6ec-b654da215de5","mua-mu-bao-hiem-LS2-chinh-hang.png","Chưa phân loại","Bài viết / 2021","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2021/05/mua-mu-bao-hiem-LS2-chinh-hang.png","89597"
"891fc617-718e-333e-b500-1db2b71adf33","NIC-NO1-F-06-1.png","Chưa phân loại","Sản phẩm / NIC","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/79/79648355da7e1bbe6ddf3662cb68ad04c153cd79d9a08ba98d757e427be3eb07/NIC-NO1-F-06-1.png","752703"
"8920c83e-f6ba-4e1f-b393-b4f22fc39841","image1-min-1.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/01/image1-min-1.jpg","27207"
"89224066-3da7-4618-a53a-a2bd0debf7c2","Trang-phuc-di-phuot.jpg","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/02/Trang-phuc-di-phuot.jpg","23847"
"893742f7-65de-3639-a6c0-855f95659aeb","QUAN-BAO-HO-LS2-COMMO-AIR-CHO-NAM-VA-NU-01.jpg","Chưa phân loại","Sản phẩm / LS2","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/88/88401b7fd3385230daa08cde670eeb9ceec767c33ca252bc2f7cbfb25f3daca9/QUAN-BAO-HO-LS2-COMMO-AIR-CHO-NAM-VA-NU-01.jpg","51391"
"8957061c-72e0-45cf-94e9-e8dd3b6978d2","2.4.jpg","Chưa phân loại","Bài viết / 2022","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2022/04/2.4.jpg","67677"
"8961384c-e58b-4a6d-a0ea-9f2c24262254","-b_c_gi_-_k_nh_thay_con_n_n_cho_anh_em_n_o_ch_a_bi_t____.mp4","Chưa phân loại","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/uploads/7b728456-6abc-46de-bcab-5d44332b02fb/-b_c_gi_-_k_nh_thay_con_n_n_cho_anh_em_n_o_ch_a_bi_t____.mp4","7549542"
"8974fc9d-67cf-4d04-a32d-a24238858371","IMG_5038.jpeg","Chưa phân loại","Sản phẩm / Caberg","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm Caberg carbon chụp tại cửa hàng","Không","http://localhost:3000/media/wp-uploads/2026/01/IMG_5038.jpeg","320227"
"89824db8-bcab-42fb-b035-5bd70403c813","scs-g7-2-02.jpg","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","bộ đàm SCS G7 Plus màu đen xanh","Không","http://localhost:3000/media/wp-uploads/2023/05/scs-g7-2-02.jpg","49739"
"898ce79c-71d0-4989-9421-d38e1771cd82","scs_19.webp","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","bộ phụ kiện đầy đủ của bộ đàm SCS","Không","http://localhost:3000/media/uploads/92af378b-b56f-493b-b20c-c088bf7054c9/scs_19.webp","83878"
"89a7170e-a87b-4376-8a64-49768d4304d2","giay-bao-ho-moto-komine-bk-101-chup-tai-shop-bigbike-mau-den.webp","Chưa phân loại","Sản phẩm / KOMINE","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/a5d46ffe-067f-477e-a213-7bd47a0031af/giay-bao-ho-moto-komine-bk-101-chup-tai-shop-bigbike-mau-den.webp","268772"
"89a883df-c53b-3828-be9e-25b0854b577a","quan-bao-ho-di-mo-to-xe-may-phuot-P122W-21.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","quần bảo hộ SCOYCO đen xám","Không","http://localhost:3000/media/migration/wordpress/af/afbcf8c4ae43a8565a263ceb9e19e63ae318427c10e1fe22072dfda9b62a78a0/quan-bao-ho-di-mo-to-xe-may-phuot-P122W-21.jpg","98103"
"89c6eee4-3260-455c-af72-10a9daaed65c","spyke.jpg","Chưa phân loại","Banner","Tra ngược từ banner hoặc cài đặt hiển thị","","Có","http://localhost:3000/media/wp-uploads/2023/12/spyke.jpg","90499"
"89ceffbe-eac4-455c-816c-58d40023b85a","about-service-1.png","Chưa phân loại","Thương hiệu","Nhìn trực tiếp nội dung ảnh","biểu tượng viên kim cương màu trắng","Không","http://localhost:3000/media/uploads/seed/about-service-1.png","1141"
"89d020db-7077-4fa0-a392-2285872fa594","giay-moto-phuot-ilm-1005-mau-den-da-lon-anh-studio-chup-tai-shop-bigbike.webp","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/ed64c837-3166-4aa7-b3a1-4a9daf65e6bc/giay-moto-phuot-ilm-1005-mau-den-da-lon-anh-studio-chup-tai-shop-bigbike.webp","279346"
"89d32bbe-0bf1-46b5-881b-71967cf0045e","z7536242392732_5ba910e56324a45f811ba235c07a2bc0.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/02/z7536242392732_5ba910e56324a45f811ba235c07a2bc0.jpg","195676"
"89e0c45e-06e1-4f90-b154-f9ec00436cb0","vat-lieu-vo-mu.jpg","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/04/vat-lieu-vo-mu.jpg","15551"
"89f8953c-1241-4999-84c6-15bda2697144","Trum-dau-fullface-sixs-six2-DBX-02-1.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","khăn trùm đầu đỏ đen chụp sản phẩm","Không","http://localhost:3000/media/wp-uploads/2022/10/Trum-dau-fullface-sixs-six2-DBX-02-1.jpg","37563"
"8a0cf4c4-cd01-3c3a-bf4f-e0d3759b8219","AO-TOURING-ANDES-V3-DRYSTAR-03.png","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","áo khoác bảo hộ Alpinestars màu đen","Không","http://localhost:3000/media/migration/wordpress/d4/d4c0cef3009e984fcfaa7b403ad0050f939a298c85e5e4206feb4ac24f001c17/AO-TOURING-ANDES-V3-DRYSTAR-03.png","558251"
"8a0d24e6-7d82-45fc-a144-d73d585666b1","ao-bao-ho-mo-to-adventure-hevik-neptune-hvj409-chup-mat-truoc.webp","Chưa phân loại","Sản phẩm / HEVIK","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/3c5b8cb6-98ad-45dd-aca4-1904011ffaae/ao-bao-ho-mo-to-adventure-hevik-neptune-hvj409-chup-mat-truoc.webp","210424"
"8a4f4205-bf5e-4d18-82ac-ad7911c4eabe","gang-tay-chong-nuoc-di-xe-may-5.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/gang-tay-chong-nuoc-di-xe-may-5.jpg","38533"
"8a543ac6-888d-4a26-ae20-b63ee88aa95d","_o_1734__4_.jpg","Chưa phân loại","Sản phẩm / KOMINE","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/1649dda6-4778-49e0-88a8-0eca20261534/_o_1734__4_.jpg","522629"
"8a5997e8-5638-3b54-bc9e-c885ecf89376","NIC-N02-08.png","Chưa phân loại","Sản phẩm / NIC","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm NIC carbon kính cam","Không","http://localhost:3000/media/migration/wordpress/ea/eabd3dd22985975e4a83d891dd4992ccd4862b1669a780d911ab50e4fa00e591/NIC-N02-08.png","221717"
"8a61e309-f0cf-42c6-812b-782da82a88a4","ao-quan-bao-ho-adv-sahara-vented-icon-70-70.webp","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thu nhỏ áo khoác bảo hộ màu đen","Không","http://localhost:3000/media/uploads/1a64f465-fb49-4901-aaf0-9e7d0f5b39fd/ao-quan-bao-ho-adv-sahara-vented-icon-70-70.webp","2598"
"8a817dec-d41f-4a65-a5f4-316d54d4c59e","pasted-image-0-4-1.jpg","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","ảnh phong cách cổ điển với mũ bảo hiểm và mô tô vàng","Có","http://localhost:3000/media/wp-uploads/2021/01/pasted-image-0-4-1.jpg","374908"
"8ad25f08-d33f-4bb4-8c98-cc525465685c","balo-chong-nuoc-givi-RBP02-1.jpg","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/01/balo-chong-nuoc-givi-RBP02-1.jpg","108826"
"8adc7c09-c8b2-31d8-a244-d295af03e9ff","quan-bao-ho-ls2-apollo-9.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh dây chỉnh eo áo khoác màu đen","Không","http://localhost:3000/media/migration/wordpress/aa/aa26f554befba0762b721a225d9aa8a22d237154b2cc0b50b115c5fbe2cf3c6e/quan-bao-ho-ls2-apollo-9.jpg","221057"
"8af94b17-99b1-3192-996c-50dcc26d1e3a","z5064769593815_6fb49b88106b42fe6747138f7261ee99.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh túi sau quần bảo hộ màu đen","Không","http://localhost:3000/media/migration/wordpress/f9/f9f232de469c991aaed82ca8ce875d0f55e6a3a6599353f3fe5bf8833b1f969b/z5064769593815_6fb49b88106b42fe6747138f7261ee99.jpg","133756"
"8afe8fcc-e5b4-4048-ad9d-c57860b3f76a","SK-813-05.jpg","Chưa phân loại","Sản phẩm / KOMINE","Nhìn trực tiếp nội dung ảnh","ảnh thông số kích thước giáp KOMINE","Không","http://localhost:3000/media/wp-uploads/2025/02/SK-813-05.jpg","20175"
"8b022fb3-8c78-4418-b109-773e379b7b2d","mua-he-nen-di-phuot-o-dau-36.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/03/mua-he-nen-di-phuot-o-dau-36.jpg","98342"
"8b03dffd-7d67-4d7c-9b48-8da3ef0df95d","Ao-mua-bao-ho-di-mo-to-xe-may-phuot-taichi-RSRR08-02-1.jpg","Chưa phân loại","Sản phẩm / TAICHI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2023/07/Ao-mua-bao-ho-di-mo-to-xe-may-phuot-taichi-RSRR08-02-1.jpg","97721"
"8b1501a6-67ee-4393-92ee-909958e1a615","Codex Image Aug 28, 2026, 04_41_31 PM.png","Chưa phân loại","Danh mục","Tra ngược từ ảnh danh mục","","Có","http://localhost:3000/media/uploads/ac767bd3-e351-4870-ab71-9bf0e1181491/codex_image_aug_28__2026__04_41_31_pm.png","871705"
"8b173be6-77b0-451b-94eb-69244b1afc10","z7717246426535_b87e80d28152195a995c05173af877ae.jpg","Chưa phân loại","Sản phẩm / AGV","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm AGV kín mặt màu đen","Không","http://localhost:3000/media/wp-uploads/2026/04/z7717246426535_b87e80d28152195a995c05173af877ae.jpg","91360"
"8b21b1a8-ef3b-4b5e-9936-8c569c6cd7d4","ao-bao-ho-riva-lady-4.jpeg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu nữ mặc áo khoác bảo hộ xám đen","Không","http://localhost:3000/media/wp-uploads/2024/01/ao-bao-ho-riva-lady-4.jpeg","53024"
